	Athal_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
562	At475	Cr416	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
563	At482 At483	Cr422	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
564	At484	Cr421	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
565	At497	Cr432	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
566	At499 At498	Cr431	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	58
567	At512	Cr441	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
568	At513 At514	Cr442	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	79
569	At529	Cr452	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
570	At527 At528	Cr451	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
571	At539 At540	Cr460	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
572	At541	Cr459	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
573	At569 At570	Cr479	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	74
574	At571	Cr480	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
575	At154	Cr153	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
576	At153	Cr154	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
577	At159	Cr159	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
578	At160	Cr160	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
579	At177	Cr177	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
580	At178	Cr178	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	72
581	At202	Cr202	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
582	At201	Cr201	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	51
583	At205	Cr206	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	93
584	At206	Cr205	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	45
585	At224	Cr224	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
586	At223	Cr223	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
587	At226	Cr225	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
588	At225	Cr226	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
589	At228	Cr228	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
590	At227	Cr227	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
591	At289	Cr290	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
592	At290	Cr289	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
593	At324	Cr316	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
594	At325 At323	Cr315	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
595	At378 At379	Cr351	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
596	At377	Cr352	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	98
597	At402 At401	Cr367	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
598	At403	Cr368	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
599	At466	Cr410	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
600	At465 At464	Cr409	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
601	At487 At486	Cr423	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
602	At485	Cr424	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
603	At526	Cr449	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
604	At525 At524	Cr450	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	90
605	At555 At554	Cr469	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
606	At556	Cr470	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
607	At174	Cr174	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
608	At173	Cr173	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	57
609	At184	Cr184	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	44
610	At183	Cr183	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
611	At243	Cr243	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	64
612	At244	Cr244	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
613	At246	Cr246	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
614	At245	Cr245	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
615	At250	Cr250	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
616	At249	Cr249	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
617	At258	Cr258	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
618	At257	Cr257	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
619	At265	Cr266	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	52
620	At266	Cr265	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
621	At268	Cr267	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
622	At267	Cr268	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
623	At276	Cr275	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
624	At275	Cr276	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
625	At282	Cr282	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
626	At281	Cr281	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
627	At296	Cr295	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
628	At295	Cr296	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
629	At298	Cr298	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	47
630	At297	Cr297	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
631	At307	Cr304	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
632	At306 At305	Cr303	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	51
633	At337	Cr323	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
634	At335 At336	Cr324	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
635	At359	Cr339	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
636	At361 At360	Cr340	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
637	At371	Cr348	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
638	At373 At372	Cr347	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
639	At409	Cr371	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
640	At407 At408	Cr372	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
641	At438 At439	Cr392	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
642	At437	Cr391	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
643	At494 At495	Cr430	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	45
644	At496	Cr429	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
645	At517	Cr443	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
646	At515 At516	Cr444	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
647	At533 At534	Cr455	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	75
648	At535	Cr456	FALSE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
649	At536	Cr458	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
650	At537 At538	Cr457	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
651	At565	Cr476	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
652	At563 At564	Cr475	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
653	At566	Cr477	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	31
654	At567 At568	Cr478	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	31
655	At151	Cr151	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	100
656	At152	Cr152	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	22
657	At166	Cr165	TRUE	FALSE	FALSE	FALSE	Other_topology	Other_topology	BS_scoreNA
658	At165	Cr166	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	72
659	At179	Cr179	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
660	At180	Cr180	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
661	At203	Cr203	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
662	At204	Cr204	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
663	At237	Cr237	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
664	At238	Cr238	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
665	At256	Cr256	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
666	At255	Cr255	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
667	At259	Cr260	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
668	At260	Cr259	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	61
669	At277	Cr277	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
670	At278	Cr278	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
671	At291	Cr291	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
672	At292	Cr292	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
673	At313 At312	Cr307	FALSE	TRUE	TRUE	TRUE	Other_topology	AB_topology	65
674	At311	Cr308	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	65
675	At369 At368	Cr346	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	89
676	At370	Cr345	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	45
677	At386 At387	Cr357	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
678	At388	Cr358	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
679	At410 At411	Cr373	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
680	At412	Cr374	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
681	At417	Cr377	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
682	At416 At418	Cr378	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
683	At468 At469	Cr411	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	31
684	At467	Cr412	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	71
685	At549 At550	Cr465	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
686	At548	Cr466	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
687	At553	Cr467	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
688	At552 At551	Cr468	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
689	At162	Cr162	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
690	At161	Cr161	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
691	At163	Cr163	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
692	At164	Cr164	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	68
693	At169	Cr170	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
694	At170	Cr169	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
695	At172	Cr172	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
696	At171	Cr171	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
697	At193	Cr194	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
698	At194	Cr193	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
699	At198	Cr198	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	58
700	At197	Cr197	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
701	At200	Cr200	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
702	At199	Cr199	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	34
703	At208	Cr208	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
704	At207	Cr207	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
705	At212	Cr211	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
706	At211	Cr212	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
707	At217	Cr217	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
708	At218	Cr218	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
709	At219	Cr220	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
710	At220	Cr219	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
711	At233	Cr233	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
712	At234	Cr234	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	98
713	At247	Cr247	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
714	At248	Cr248	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
715	At253	Cr254	TRUE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
716	At254	Cr253	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
717	At271	Cr271	TRUE	TRUE	FALSE	TRUE	Other_topology	Other_topology	BS_scoreNA
718	At272	Cr272	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	98
719	At285	Cr285	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
720	At286	Cr286	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
721	At299	Cr299	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
722	At300 At301	Cr300	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
723	At309 At310	Cr305	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	67
724	At308	Cr306	TRUE	TRUE	FALSE	TRUE	AC_topology	AC_topology	74
725	At334 At333	Cr321	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
726	At332	Cr322	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
727	At355 At354	Cr336	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
728	At353	Cr335	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
729	At357 At356	Cr338	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
730	At358	Cr337	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
731	At367	Cr343	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
732	At365 At366	Cr344	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
733	At376 At375	Cr349	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
734	At374	Cr350	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
735	At382	Cr353	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
736	At380 At381	Cr354	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
737	At391	Cr360	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
738	At389 At390	Cr359	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
739	At395	Cr363	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
740	At396 At397	Cr364	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
741	At426 At427	Cr383	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
742	At425	Cr384	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
743	At432	Cr387	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
744	At431 At433	Cr388	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
745	At451 At450	Cr400	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
746	At449	Cr399	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	23
747	At453 At452	Cr402	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	10
748	At454	Cr401	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	87
749	At480 At481	Cr419	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
750	At479	Cr420	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
751	At489 At490	Cr426	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
752	At488	Cr425	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	30
753	At510 At509	Cr439	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
754	At511	Cr440	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
755	At523	Cr447	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
756	At522 At521	Cr448	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
757	At530	Cr453	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	62
758	At531 At532	Cr454	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
759	At545 At546	Cr463	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
760	At547	Cr464	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
761	At588 At587	Cr491	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	54
762	At589	Cr492	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
763	At182	Cr181	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
764	At181	Cr182	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
765	At188	Cr188	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
766	At187	Cr187	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
767	At189	Cr190	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
768	At190	Cr189	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
769	At213	Cr214	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
770	At214	Cr213	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	53
771	At232	Cr232	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
772	At231	Cr231	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
773	At240	Cr239	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
774	At239	Cr240	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	46
775	At263	Cr263	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
776	At264	Cr264	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	66
777	At314	Cr310	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
778	At316 At315	Cr309	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	96
779	At330 At331	Cr319	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	53
780	At329	Cr320	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
781	At344	Cr329	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
782	At346 At345	Cr330	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	93
783	At393 At392	Cr361	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
784	At394	Cr362	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
785	At477 At478	Cr418	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	39
786	At476	Cr417	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
787	At519 At518	Cr446	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
788	At520	Cr445	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
789	At543 At542	Cr462	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
790	At544	Cr461	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
791	At583 At582	Cr488	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
792	At581	Cr487	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
793	At584	Cr489	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
794	At586 At585	Cr490	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
