	Athl_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
3206	Athal__AT3G54640	Crub__Carubv10017672m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	75
3207	Athal__AT3G54650	Crub__Carubv10016893m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3208	Athal__AT3G54660	Crub__Carubv10016939m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	74
3209	Athal__AT3G54680	Crub__Carubv10018024m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	61
3210	Athal__AT3G54690	Crub__Carubv10017483m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
3211	Athal__AT3G54710	Crub__Carubv10017077m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
3212	Athal__AT3G54890	Crub__Carubv10017942m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	96
3213	Athal__AT3G54940	Crub__Carubv10019394m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	80
3214	Athal__AT3G55000	Crub__Carubv10017867m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
3215	Athal__AT3G55030	Crub__Carubv10018438m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
3216	Athal__AT3G55040	Crub__Carubv10019178m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3217	Athal__AT3G55070	Crub__Carubv10017336m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	64
3218	Athal__AT3G55120	Crub__Carubv10019455m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	97
3219	Athal__AT3G55180	Crub__Carubv10018939m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	73
3220	Athal__AT3G55190	Crub__Carubv10018616m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	57
3221	Athal__AT3G55250	Crub__Carubv10017701m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
3222	Athal__AT3G55260	Crub__Carubv10016974m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3223	Athal__AT3G55360	Crub__Carubv10017686m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3224	Athal__AT3G55390	Crub__Carubv10018692m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	61
3225	Athal__AT3G55430	Crub__Carubv10017225m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
3226	Athal__AT3G55550	Crub__Carubv10019451m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3227	Athal__AT3G55570	Crub__Carubv10019190m	FALSE	TRUE	TRUE	TRUE	Other_topology	AC_topology	100
3228	Athal__AT3G55605	Crub__Carubv10017820m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3229	Athal__AT3G55640	Crub__Carubv10017609m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
3230	Athal__AT3G55660	Crub__Carubv10016923m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	39
3231	Athal__AT3G55720	Crub__Carubv10017270m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3232	Athal__AT3G55730	Crub__Carubv10017397m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
3233	Athal__AT3G55780	Crub__Carubv10018761m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
3234	Athal__AT3G55800	Crub__Carubv10017407m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	33
3235	Athal__AT3G55840	Crub__Carubv10019166m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	80
3236	Athal__AT3G55950	Crub__Carubv10019171m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	44
3237	Athal__AT3G55960	Crub__Carubv10017717m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	68
3238	Athal__AT3G55980	Crub__Carubv10016897m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
3239	Athal__AT3G55990	Crub__Carubv10017067m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	70
3240	Athal__AT3G56000	Crub__Carubv10019203m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
3241	Athal__AT3G56010	Crub__Carubv10018050m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3242	Athal__AT3G56030	Crub__Carubv10018709m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
3243	Athal__AT3G56090	Crub__Carubv10017774m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3244	Athal__AT3G56100	Crub__Carubv10016709m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
3245	Athal__AT3G56120	Crub__Carubv10018956m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3246	Athal__AT3G56160	Crub__Carubv10018600m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
3247	Athal__AT3G56170	Crub__Carubv10017620m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	45
3248	Athal__AT3G56270	Crub__Carubv10017238m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3249	Athal__AT3G56290	Crub__Carubv10018107m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	41
3250	Athal__AT3G56330	Crub__Carubv10017279m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	73
3251	Athal__AT3G56350	Crub__Carubv10017945m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
3252	Athal__AT3G56460	Crub__Carubv10018888m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
3253	Athal__AT3G56490	Crub__Carubv10018194m	FALSE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3254	Athal__AT3G56550	Crub__Carubv10019566m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3255	Athal__AT3G56620	Crub__Carubv10017685m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3256	Athal__AT3G56640	Crub__Carubv10019225m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3257	Athal__AT3G56680	Crub__Carubv10018949m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3258	Athal__AT3G56690	Crub__Carubv10019382m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
3259	Athal__AT3G56770	Crub__Carubv10017947m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
3260	Athal__AT3G56810	Crub__Carubv10017605m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
3261	Athal__AT3G56840	Crub__Carubv10018739m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3262	Athal__AT3G56870	Crub__Carubv10016745m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3263	Athal__AT3G56880	Crub__Carubv10017877m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
3264	Athal__AT3G56891	Crub__Carubv10019458m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
3265	Athal__AT3G56910	Crub__Carubv10018185m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3266	Athal__AT3G56920	Crub__Carubv10017626m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
3267	Athal__AT3G57040	Crub__Carubv10017962m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
3268	Athal__AT3G57080	Crub__Carubv10019605m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
3269	Athal__AT3G57120	Crub__Carubv10018412m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
3270	Athal__AT3G57190	Crub__Carubv10017374m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3271	Athal__AT3G57290	Crub__Carubv10017266m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3272	Athal__AT3G57400	Crub__Carubv10016994m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	47
3273	Athal__AT3G57430	Crub__Carubv10016675m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
3274	Athal__AT3G57480	Crub__Carubv10017943m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	92
3275	Athal__AT3G57510	Crub__Carubv10019065m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3276	Athal__AT3G57540	Crub__Carubv10019640m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
3277	Athal__AT3G57560	Crub__Carubv10019137m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
3278	Athal__AT3G57600	Crub__Carubv10017800m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
3279	Athal__AT3G57610	Crub__Carubv10017040m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	90
3280	Athal__AT3G57620	Crub__Carubv10019204m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3281	Athal__AT3G57650	Crub__Carubv10017420m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
3282	Athal__AT3G57660	Crub__Carubv10016563m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3283	Athal__AT3G57670	Crub__Carubv10017428m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3284	Athal__AT3G57710	Crub__Carubv10019188m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	60
3285	Athal__AT3G57790	Crub__Carubv10019007m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
3286	Athal__AT3G57860	Crub__Carubv10017901m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	49
3287	Athal__AT3G57910	Crub__Carubv10017834m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3288	Athal__AT3G57950	Crub__Carubv10018082m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
3289	Athal__AT3G57960	Crub__Carubv10018520m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
3290	Athal__AT3G57970	Crub__Carubv10018777m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	53
3291	Athal__AT3G58000	Crub__Carubv10018493m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
3292	Athal__AT3G58010	Crub__Carubv10017683m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
3293	Athal__AT3G58120	Crub__Carubv10017617m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
3294	Athal__AT3G58140	Crub__Carubv10017303m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3295	Athal__AT3G58170	Crub__Carubv10018245m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	42
3296	Athal__AT3G58190	Crub__Carubv10019250m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3297	Athal__AT3G58300	Crub__Carubv10019158m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3298	Athal__AT3G58490	Crub__Carubv10017341m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3299	Athal__AT3G58590	Crub__Carubv10019142m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3300	Athal__AT3G58600	Crub__Carubv10017727m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
3301	Athal__AT3G58630	Crub__Carubv10017646m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	72
3302	Athal__AT3G58690	Crub__Carubv10018863m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	51
3303	Athal__AT3G58760	Crub__Carubv10019400m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3304	Athal__AT3G58850	Crub__Carubv10019589m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	83
3305	Athal__AT3G58970	Crub__Carubv10017277m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
3306	Athal__AT3G59010	Crub__Carubv10017004m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
3307	Athal__AT3G59030	Crub__Carubv10018603m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
3308	Athal__AT3G59140	Crub__Carubv10016572m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
3309	Athal__AT3G59150	Crub__Carubv10017006m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	95
3310	Athal__AT3G59220	Crub__Carubv10017760m	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	69
3311	Athal__AT3G59300	Crub__Carubv10017210m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
3312	Athal__AT3G59380	Crub__Carubv10017596m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	88
3313	Athal__AT3G59400	Crub__Carubv10018492m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
3314	Athal__AT3G59420	Crub__Carubv10016669m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3315	Athal__AT3G59440	Crub__Carubv10018003m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	50
3316	Athal__AT3G59500	Crub__Carubv10017840m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
3317	Athal__AT3G59510	Crub__Carubv10019143m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
3318	Athal__AT3G59670	Crub__Carubv10019548m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	50
3319	Athal__AT3G59780	Crub__Carubv10018733m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
3320	Athal__AT3G59790	Crub__Carubv10019032m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
3321	Athal__AT3G59840	Crub__Carubv10018308m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3322	Athal__AT3G59900	Crub__Carubv10018945m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
3323	Athal__AT3G59940	Crub__Carubv10018446m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	53
3324	Athal__AT3G59980	Crub__Carubv10019323m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3325	Athal__AT3G60080	Crub__Carubv10017698m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
3326	Athal__AT3G60090	Crub__Carubv10019258m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
3327	Athal__AT3G60220	Crub__Carubv10017624m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	71
3328	Athal__AT3G60380	Crub__Carubv10007496m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3329	Athal__AT3G60390	Crub__Carubv10017588m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
3330	Athal__AT3G60400	Crub__Carubv10018596m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
3331	Athal__AT3G60450	Crub__Carubv10019466m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
3332	Athal__AT3G60490	Crub__Carubv10017799m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
3333	Athal__AT3G60520	Crub__Carubv10019629m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	75
3334	Athal__AT3G60530	Crub__Carubv10017916m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
3335	Athal__AT3G60550	Crub__Carubv10017957m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
3336	Athal__AT3G60570	Crub__Carubv10018966m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	61
3337	Athal__AT3G60580	Crub__Carubv10017660m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
3338	Athal__AT3G60630	Crub__Carubv10016840m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
3339	Athal__AT3G60650	Crub__Carubv10019124m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
3340	Athal__AT3G60680	Crub__Carubv10019349m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	88
3341	Athal__AT3G60690	Crub__Carubv10018131m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	81
3342	Athal__AT3G60720	Crub__Carubv10017742m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3343	Athal__AT3G60730	Crub__Carubv10019247m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3344	Athal__AT3G60840	Crub__Carubv10016774m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3345	Athal__AT3G60870	Crub__Carubv10018786m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3346	Athal__AT3G60910	Crub__Carubv10017902m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
3347	Athal__AT3G61080	Crub__Carubv10017641m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
3348	Athal__AT3G61170	Crub__Carubv10019077m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3349	Athal__AT3G61250	Crub__Carubv10018382m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3350	Athal__AT3G61300	Crub__Carubv10018384m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3351	Athal__AT3G61460	Crub__Carubv10018120m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3352	Athal__AT3G61470	Crub__Carubv10017882m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	72
3353	Athal__AT3G61510	Crub__Carubv10018840m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3354	Athal__AT3G61540	Crub__Carubv10019438m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
3355	Athal__AT3G61560	Crub__Carubv10017909m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	49
3356	Athal__AT3G61610	Crub__Carubv10017661m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	52
3357	Athal__AT3G61630	Crub__Carubv10017705m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3358	Athal__AT3G61660	Crub__Carubv10019604m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3359	Athal__AT3G61750	Crub__Carubv10017394m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	43
3360	Athal__AT3G61770	Crub__Carubv10017759m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	61
3361	Athal__AT3G61790	Crub__Carubv10019253m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	77
3362	Athal__AT3G61800	Crub__Carubv10018527m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3363	Athal__AT3G61840	Crub__Carubv10019540m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3364	Athal__AT3G61870	Crub__Carubv10017829m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
3365	Athal__AT3G61890	Crub__Carubv10017952m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
3366	Athal__AT3G61900	Crub__Carubv10018241m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3367	Athal__AT3G61930	Crub__Carubv10018821m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	61
3368	Athal__AT3G61940	Crub__Carubv10019420m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3369	Athal__AT3G61970	Crub__Carubv10017696m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
3370	Athal__AT3G61980	Crub__Carubv10019191m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
3371	Athal__AT3G62000	Crub__Carubv10019476m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	87
3372	Athal__AT3G62070	Crub__Carubv10017959m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
3373	Athal__AT3G62140	Crub__Carubv10018011m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
3374	Athal__AT3G62180	Crub__Carubv10018690m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3375	Athal__AT3G62240	Crub__Carubv10016703m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3376	Athal__AT3G62360	Crub__Carubv10018958m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3377	Athal__AT3G62410	Crub__Carubv10019023m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	59
3378	Athal__AT3G62450	Crub__Carubv10018431m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
3379	Athal__AT3G62600	Crub__Carubv10019587m	FALSE	TRUE	TRUE	TRUE	Other_topology	AB_topology	41
3380	Athal__AT3G62610	Crub__Carubv10019345m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
3381	Athal__AT3G62640	Crub__Carubv10019325m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
3382	Athal__AT3G62690	Crub__Carubv10018872m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
3383	Athal__AT3G62730	Crub__Carubv10018724m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3384	Athal__AT3G62820	Crub__Carubv10018059m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	72
3385	Athal__AT3G62890	Crub__Carubv10018699m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
3386	Athal__AT3G62900	Crub__Carubv10016576m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3387	Athal__AT3G62910	Crub__Carubv10017325m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	52
3388	Athal__AT3G62970	Crub__Carubv10017724m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3389	Athal__AT3G62990	Crub__Carubv10018216m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	84
3390	Athal__AT3G63010	Crub__Carubv10017514m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	98
3391	Athal__AT3G63050	Crub__Carubv10018712m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
3392	Athal__AT3G63090	Crub__Carubv10017376m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
3393	Athal__AT3G63120	Crub__Carubv10017991m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
3394	Athal__AT3G63200	Crub__Carubv10017442m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3395	Athal__AT3G63370	Crub__Carubv10027560m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3396	Athal__AT3G63440	Crub__Carubv10018610m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3397	Athal__AT3G63470	Crub__Carubv10018754m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3398	Athal__AT3G63540	Crub__Carubv10018869m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3399	Athal__AT4G00080	Crub__Carubv10001965m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
3400	Athal__AT4G00090	Crub__Carubv10001032m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	89
3401	Athal__AT4G00120	Crub__Carubv10003163m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	59
3402	Athal__AT4G00210	Crub__Carubv10002489m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3403	Athal__AT4G00300	Crub__Carubv10002854m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
3404	Athal__AT4G00305	Crub__Carubv10003429m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	43
3405	Athal__AT4G00330	Crub__Carubv10001078m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	59
3406	Athal__AT4G00340	Crub__Carubv10003441m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3407	Athal__AT4G00450	Crub__Carubv10000021m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3408	Athal__AT4G00467	Crub__Carubv10003903m	TRUE	FALSE	TRUE	FALSE	Other_topology	BC_topology	93
3409	Athal__AT4G00525	Crub__Carubv10002227m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
3410	Athal__AT4G00550	Crub__Carubv10000865m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3411	Athal__AT4G00650	Crub__Carubv10026085m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	80
3412	Athal__AT4G00720	Crub__Carubv10002475m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3413	Athal__AT4G00750	Crub__Carubv10000453m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
3414	Athal__AT4G00752	Crub__Carubv10000905m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
3415	Athal__AT4G00820	Crub__Carubv10000672m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3416	Athal__AT4G00880	Crub__Carubv10002659m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
3417	Athal__AT4G00910	Crub__Carubv10003790m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3418	Athal__AT4G01023	Crub__Carubv10002978m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
3419	Athal__AT4G01080	Crub__Carubv10000984m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
3420	Athal__AT4G01130	Crub__Carubv10001068m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	55
3421	Athal__AT4G01140	Crub__Carubv10001521m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	50
3422	Athal__AT4G01190	Crub__Carubv10003246m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
3423	Athal__AT4G01200	Crub__Carubv10003230m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
3424	Athal__AT4G01210	Crub__Carubv10002775m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3425	Athal__AT4G01250	Crub__Carubv10001446m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
3426	Athal__AT4G01270	Crub__Carubv10000769m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
3427	Athal__AT4G01320	Crub__Carubv10003198m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
3428	Athal__AT4G01410	Crub__Carubv10001885m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
3429	Athal__AT4G01460	Crub__Carubv10001470m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	94
3430	Athal__AT4G01470	Crub__Carubv10003767m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
3431	Athal__AT4G01500	Crub__Carubv10001406m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
3432	Athal__AT4G01560	Crub__Carubv10001313m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
