Analysis,Order,Athal_seq,Crub_seq,Agroup_monophyly,Crubub_Cgrand_monophyly,Csat_monophyly,C_group_monophyly,Topology,Topology_loose,Bootstrap_Support,Scaffold,Start,Stop,Middle
Nuclear,3207,Athal__AT3G54650,Crub__Carubv10016893m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,10408105,10411862,10409983.5
Nuclear,3208,Athal__AT3G54660,Crub__Carubv10016939m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,74,5,10412519,10416256,10414387.5
Nuclear,3209,Athal__AT3G54680,Crub__Carubv10018024m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,61,5,10424973,10426625,10425799
Nuclear,3210,Athal__AT3G54690,Crub__Carubv10017483m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,58,5,10427059,10428646,10427852.5
Nuclear,3211,Athal__AT3G54710,Crub__Carubv10017077m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,87,5,10432197,10434496,10433346.5
Nuclear,3212,Athal__AT3G54890,Crub__Carubv10017942m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,96,5,10511200,10513109,10512154.5
Nuclear,3213,Athal__AT3G54940,Crub__Carubv10019394m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,80,5,10523698,10525302,10524500
Nuclear,3214,Athal__AT3G55000,Crub__Carubv10017867m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,63,5,10554984,10557689,10556336.5
Nuclear,3215,Athal__AT3G55030,Crub__Carubv10018438m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,5,10571346,10572735,10572040.5
Nuclear,3216,Athal__AT3G55040,Crub__Carubv10019178m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,10573244,10574877,10574060.5
Nuclear,3217,Athal__AT3G55070,Crub__Carubv10017336m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,64,5,10583686,10586872,10585279
Nuclear,3218,Athal__AT3G55120,Crub__Carubv10019455m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,97,5,10608250,10609407,10608828.5
Nuclear,3219,Athal__AT3G55180,Crub__Carubv10018939m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,73,5,10639388,10641131,10640259.5
Nuclear,3220,Athal__AT3G55190,Crub__Carubv10018616m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,57,5,10642571,10645036,10643803.5
Nuclear,3221,Athal__AT3G55250,Crub__Carubv10017701m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,82,5,10666047,10668231,10667139
Nuclear,3222,Athal__AT3G55260,Crub__Carubv10016974m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,10668664,10672900,10670782
Nuclear_RetDups,134,AtAT3G55320,Cr10016575,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,10683090,10691182,10687136
Nuclear,3223,Athal__AT3G55360,Crub__Carubv10017686m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,10697213,10701983,10699598
Nuclear,3224,Athal__AT3G55390,Crub__Carubv10018692m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,61,5,10752578,10753480,10753029
Nuclear,3225,Athal__AT3G55430,Crub__Carubv10017225m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,5,10767071,10769443,10768257
Nuclear,3226,Athal__AT3G55550,Crub__Carubv10019451m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,10821149,10823197,10822173
Nuclear,3227,Athal__AT3G55570,Crub__Carubv10019190m,FALSE,TRUE,TRUE,TRUE,Other_topology,AC_topology,100,5,10830651,10830935,10830793
Nuclear,3228,Athal__AT3G55605,Crub__Carubv10017820m,TRUE,TRUE,TRUE,FALSE,Other_topology,Other_topology,BS_scoreNA,5,10845561,10847072,10846316.5
Nuclear,3229,Athal__AT3G55640,Crub__Carubv10017609m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,77,5,10866359,10869165,10867762
Nuclear,3230,Athal__AT3G55660,Crub__Carubv10016923m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,39,5,10875864,10878459,10877161.5
Nuclear,3231,Athal__AT3G55720,Crub__Carubv10017270m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,10903065,10904490,10903777.5
Nuclear,3232,Athal__AT3G55730,Crub__Carubv10017397m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,90,5,10904965,10907232,10906098.5
Nuclear,3233,Athal__AT3G55780,Crub__Carubv10018761m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,89,5,10930050,10931186,10930618
Nuclear,3234,Athal__AT3G55800,Crub__Carubv10017407m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,33,5,10932267,10934582,10933424.5
Nuclear,3235,Athal__AT3G55840,Crub__Carubv10019166m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,80,5,10940786,10942081,10941433.5
Nuclear,3236,Athal__AT3G55950,Crub__Carubv10019171m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,44,5,10973007,10975427,10974217
Nuclear,3237,Athal__AT3G55960,Crub__Carubv10017717m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,68,5,10979708,10982231,10980969.5
Nuclear,3238,Athal__AT3G55980,Crub__Carubv10016897m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,58,5,10999845,11001851,11000848
Nuclear,3239,Athal__AT3G55990,Crub__Carubv10017067m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,70,5,11004345,11007088,11005716.5
Nuclear,3240,Athal__AT3G56000,Crub__Carubv10019203m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,94,5,11007266,11009537,11008401.5
Nuclear,3241,Athal__AT3G56010,Crub__Carubv10018050m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,11010347,11011796,11011071.5
Nuclear,3242,Athal__AT3G56030,Crub__Carubv10018709m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,73,5,11013349,11014359,11013854
Nuclear,3243,Athal__AT3G56090,Crub__Carubv10017774m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,11041495,11043655,11042575
Nuclear,3244,Athal__AT3G56100,Crub__Carubv10016709m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,85,5,11044546,11047013,11045779.5
Nuclear_RetDups,544,AtAT3G56110.2_AtAT3G56110.1,Cr10018477,TRUE,TRUE,TRUE,FALSE,Other_topology,AC_topology,46,5,11049979,11050608,11050293.5
Nuclear,3245,Athal__AT3G56120,Crub__Carubv10018956m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11051029,11054131,11052580
Nuclear,3246,Athal__AT3G56160,Crub__Carubv10018600m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,5,11065979,11070034,11068006.5
Nuclear,3247,Athal__AT3G56170,Crub__Carubv10017620m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,45,5,11079252,11081191,11080221.5
Nuclear_RetDups,135,AtAT3G56200,Cr10017295,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,76,5,11088128,11091583,11089855.5
Nuclear,3248,Athal__AT3G56270,Crub__Carubv10017238m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,11111321,11113539,11112430
Nuclear,3249,Athal__AT3G56290,Crub__Carubv10018107m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,41,5,11119484,11120670,11120077
Nuclear,3250,Athal__AT3G56330,Crub__Carubv10017279m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,73,5,11131588,11133409,11132498.5
Nuclear,3251,Athal__AT3G56350,Crub__Carubv10017945m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,87,5,11135192,11136754,11135973
Nuclear_RetDups,200,AtAT3G56430,Cr10017250,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,11165930,11168347,11167138.5
Nuclear,3252,Athal__AT3G56460,Crub__Carubv10018888m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,63,5,11171638,11173051,11172344.5
Nuclear,3253,Athal__AT3G56490,Crub__Carubv10018194m,FALSE,TRUE,TRUE,FALSE,Other_topology,Other_topology,BS_scoreNA,5,11185139,11187023,11186081
Nuclear,3254,Athal__AT3G56550,Crub__Carubv10019566m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11190435,11192180,11191307.5
Nuclear,3255,Athal__AT3G56620,Crub__Carubv10017685m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11212447,11214682,11213564.5
Nuclear,3256,Athal__AT3G56640,Crub__Carubv10019225m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,11227378,11229750,11228564
Nuclear,3257,Athal__AT3G56680,Crub__Carubv10018949m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11235593,11237468,11236530.5
Nuclear,3258,Athal__AT3G56690,Crub__Carubv10019382m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,99,5,11237908,11242573,11240240.5
Nuclear,3259,Athal__AT3G56770,Crub__Carubv10017947m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,5,11271117,11272743,11271930
Nuclear,3260,Athal__AT3G56810,Crub__Carubv10017605m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,88,5,11277248,11279545,11278396.5
Nuclear,3261,Athal__AT3G56840,Crub__Carubv10018739m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11287246,11288873,11288059.5
Nuclear,3262,Athal__AT3G56870,Crub__Carubv10016745m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11295961,11298657,11297309
Nuclear,3263,Athal__AT3G56880,Crub__Carubv10017877m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,79,5,11303808,11305708,11304758
Nuclear,3264,Athal__AT3G56891,Crub__Carubv10019458m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,81,5,11309222,11309921,11309571.5
Nuclear,3265,Athal__AT3G56910,Crub__Carubv10018185m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,11314453,11315524,11314988.5
Nuclear,3266,Athal__AT3G56920,Crub__Carubv10017626m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,74,5,11315635,11317893,11316764
Nuclear_RetDups,396,AtAT3G56960.1,Cr10016715,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11326690,11330883,11328786.5
Nuclear,3267,Athal__AT3G57040,Crub__Carubv10017962m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,5,11378993,11381012,11380002.5
Nuclear,3268,Athal__AT3G57080,Crub__Carubv10019605m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,94,5,11395456,11396771,11396113.5
Nuclear,3269,Athal__AT3G57120,Crub__Carubv10018412m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,5,11408491,11409873,11409182
Nuclear_RetDups,137,AtAT3G57130,Cr10018976,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11418232,11420492,11419362
Nuclear,3270,Athal__AT3G57190,Crub__Carubv10017374m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,11437659,11439551,11438605
Nuclear_RetDups,772,AtAT3G57220.1,Cr10017217,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11444336,11447273,11445804.5
Nuclear,3271,Athal__AT3G57290,Crub__Carubv10017266m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,11485227,11487987,11486607
Nuclear_RetDups,576,AtAT3G57330.1,Cr10016622,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,11491928,11497528,11494728
Nuclear_RetDups,202,AtAT3G57350,Cr10018922,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,11501460,11506320,11503890
Nuclear,3272,Athal__AT3G57400,Crub__Carubv10016994m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,47,5,11517768,11519558,11518663
Nuclear_RetDups,204,AtAT3G57420,Cr10016725,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,5,11532674,11535605,11534139.5
Nuclear,3273,Athal__AT3G57430,Crub__Carubv10016675m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,82,5,11536662,11539642,11538152
Nuclear,3274,Athal__AT3G57480,Crub__Carubv10017943m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,92,5,11559790,11561343,11560566.5
Nuclear,3275,Athal__AT3G57510,Crub__Carubv10019065m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11566321,11568736,11567528.5
Nuclear,3276,Athal__AT3G57540,Crub__Carubv10019640m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,5,11583911,11585447,11584679
Nuclear,3277,Athal__AT3G57560,Crub__Carubv10019137m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,94,5,11595484,11596527,11596005.5
Nuclear,3278,Athal__AT3G57600,Crub__Carubv10017800m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,82,5,11609830,11610904,11610367
Nuclear,3279,Athal__AT3G57610,Crub__Carubv10017040m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,90,5,11611372,11613848,11612610
Nuclear,3280,Athal__AT3G57620,Crub__Carubv10019204m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,11615002,11616645,11615823.5
Nuclear,3281,Athal__AT3G57650,Crub__Carubv10017420m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,84,5,11627210,11631239,11629224.5
Nuclear,3282,Athal__AT3G57660,Crub__Carubv10016563m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11631521,11640538,11636029.5
Nuclear,3283,Athal__AT3G57670,Crub__Carubv10017428m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11647240,11649699,11648469.5
Nuclear,3284,Athal__AT3G57710,Crub__Carubv10019188m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,60,5,11663017,11664066,11663541.5
Nuclear,3285,Athal__AT3G57790,Crub__Carubv10019007m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,66,5,11686734,11688416,11687575
Nuclear,3286,Athal__AT3G57860,Crub__Carubv10017901m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,49,5,11707897,11709929,11708913
Nuclear,3287,Athal__AT3G57910,Crub__Carubv10017834m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11729212,11731905,11730558.5
Nuclear,3288,Athal__AT3G57950,Crub__Carubv10018082m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,5,11747078,11747737,11747407.5
Nuclear,3289,Athal__AT3G57960,Crub__Carubv10018520m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,5,11749889,11751002,11750445.5
Nuclear,3290,Athal__AT3G57970,Crub__Carubv10018777m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,53,5,11751758,11753433,11752595.5
Nuclear,3291,Athal__AT3G58000,Crub__Carubv10018493m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,68,5,11761471,11762016,11761743.5
Nuclear,3292,Athal__AT3G58010,Crub__Carubv10017683m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,99,5,11762481,11764067,11763274
Nuclear_RetDups,424,AtAT3G58040.1,Cr10017697,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,87,5,11778311,11781450,11779880.5
Nuclear,3293,Athal__AT3G58120,Crub__Carubv10017617m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,5,11808477,11810925,11809701
Nuclear,3294,Athal__AT3G58140,Crub__Carubv10017303m,TRUE,TRUE,TRUE,FALSE,Other_topology,Other_topology,BS_scoreNA,5,11817935,11821961,11819948
Nuclear,3295,Athal__AT3G58170,Crub__Carubv10018245m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,42,5,11832087,11833783,11832935
Nuclear,3296,Athal__AT3G58190,Crub__Carubv10019250m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,11840877,11841671,11841274
Nuclear,3297,Athal__AT3G58300,Crub__Carubv10019158m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,11870443,11871080,11870761.5
Nuclear,3298,Athal__AT3G58490,Crub__Carubv10017341m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11907616,11910829,11909222.5
Nuclear,3300,Athal__AT3G58600,Crub__Carubv10017727m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,5,11940280,11945211,11942745.5
Nuclear,3299,Athal__AT3G58590,Crub__Carubv10019142m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11940428,11942653,11941540.5
Nuclear_RetDups,140,AtAT3G58620,Cr10016767,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,11955343,11958248,11956795.5
Nuclear,3301,Athal__AT3G58630,Crub__Carubv10017646m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,72,5,11967624,11969800,11968712
Nuclear_RetDups,142,AtAT3G58660,Cr10019195,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,74,5,11986980,11988287,11987633.5
Nuclear_RetDups,438,AtAT3G58680.1,Cr10018205,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,51,5,11993009,11994754,11993881.5
Nuclear,3302,Athal__AT3G58690,Crub__Carubv10018863m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,51,5,11995301,11997151,11996226
Nuclear,3303,Athal__AT3G58760,Crub__Carubv10019400m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,12030073,12033108,12031590.5
Nuclear,3304,Athal__AT3G58850,Crub__Carubv10019589m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,83,5,12057620,12057979,12057799.5
Nuclear,3305,Athal__AT3G58970,Crub__Carubv10017277m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,89,5,12074846,12076853,12075849.5
Nuclear,3306,Athal__AT3G59010,Crub__Carubv10017004m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,99,5,12092555,12094834,12093694.5
Nuclear,3307,Athal__AT3G59030,Crub__Carubv10018603m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,70,5,12109685,12111953,12110819
Nuclear_RetDups,527,AtAT3G59110.1,Cr10017038,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12149748,12156106,12152927
Nuclear,3308,Athal__AT3G59140,Crub__Carubv10016572m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,84,5,12150430,12159101,12154765.5
Nuclear,3309,Athal__AT3G59150,Crub__Carubv10017006m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,95,5,12162081,12164023,12163052
Nuclear,3310,Athal__AT3G59220,Crub__Carubv10017760m,FALSE,TRUE,TRUE,FALSE,Other_topology,BC_topology,69,5,12177091,12178833,12177962
Nuclear,3311,Athal__AT3G59300,Crub__Carubv10017210m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,5,12210579,12214824,12212701.5
Nuclear,3312,Athal__AT3G59380,Crub__Carubv10017596m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,88,5,12242903,12244881,12243892
Nuclear,3313,Athal__AT3G59400,Crub__Carubv10018492m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,86,5,12247814,12248596,12248205
Nuclear,3314,Athal__AT3G59420,Crub__Carubv10016669m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,5,12258447,12261925,12260186
Nuclear,3315,Athal__AT3G59440,Crub__Carubv10018003m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,50,5,12267204,12267855,12267529.5
Nuclear,3316,Athal__AT3G59500,Crub__Carubv10017840m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,62,5,12279384,12281663,12280523.5
Nuclear,3317,Athal__AT3G59510,Crub__Carubv10019143m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,69,5,12281703,12282965,12282334
Nuclear_RetDups,359,AtAT3G59540.1,Cr10018301,TRUE,TRUE,TRUE,FALSE,Other_topology,Other_topology,BS_scoreNA,5,12293281,12294478,12293879.5
Nuclear,3318,Athal__AT3G59670,Crub__Carubv10019548m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,50,5,12326115,12327979,12327047
Nuclear,3319,Athal__AT3G59780,Crub__Carubv10018733m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,80,5,12367603,12371139,12369371
Nuclear,3320,Athal__AT3G59790,Crub__Carubv10019032m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,86,5,12373858,12376004,12374931
Nuclear,3321,Athal__AT3G59840,Crub__Carubv10018308m,TRUE,TRUE,TRUE,FALSE,Other_topology,Other_topology,BS_scoreNA,5,12387877,12388439,12388158
Nuclear_RetDups,205,AtAT3G59850,Cr10017416,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,5,12391082,12393210,12392146
Nuclear,3322,Athal__AT3G59900,Crub__Carubv10018945m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,64,5,12422139,12422540,12422339.5
Nuclear,3323,Athal__AT3G59940,Crub__Carubv10018446m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,53,5,12434128,12435396,12434762
Nuclear_RetDups,207,AtAT3G59970,Cr10016903,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,79,5,12442805,12447178,12444991.5
Nuclear,3324,Athal__AT3G59980,Crub__Carubv10019323m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,5,12446095,12447122,12446608.5
Nuclear,3325,Athal__AT3G60080,Crub__Carubv10017698m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,5,12485922,12487378,12486650
Nuclear,3326,Athal__AT3G60090,Crub__Carubv10019258m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,5,12488959,12489432,12489195.5
Nuclear,3327,Athal__AT3G60220,Crub__Carubv10017624m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,71,5,12545570,12546856,12546213
Nuclear_RetDups,144,AtAT3G60290,Cr10018661,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,84,5,12576040,12578774,12577407
Nuclear_RetDups,145,AtAT3G60350,Cr10016656,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12599968,12606546,12603257
Nuclear,3329,Athal__AT3G60390,Crub__Carubv10017588m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,69,5,12611459,12613377,12612418
Nuclear,3330,Athal__AT3G60400,Crub__Carubv10018596m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,81,5,12619768,12621429,12620598.5
Nuclear,3331,Athal__AT3G60450,Crub__Carubv10019466m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,70,5,12630358,12631664,12631011
Nuclear,3332,Athal__AT3G60490,Crub__Carubv10017799m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,87,5,12642125,12643057,12642591
Nuclear,3333,Athal__AT3G60520,Crub__Carubv10019629m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,75,5,12657275,12658473,12657874
Nuclear,3334,Athal__AT3G60530,Crub__Carubv10017916m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,89,5,12665410,12666723,12666066.5
Nuclear,3335,Athal__AT3G60550,Crub__Carubv10017957m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,89,5,12671966,12673061,12672513.5
Nuclear,3336,Athal__AT3G60570,Crub__Carubv10018966m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,61,5,12675097,12676281,12675689
Nuclear,3337,Athal__AT3G60580,Crub__Carubv10017660m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,53,5,12677782,12679173,12678477.5
Nuclear,3338,Athal__AT3G60630,Crub__Carubv10016840m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,5,12695125,12697533,12696329
Nuclear,3339,Athal__AT3G60650,Crub__Carubv10019124m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,71,5,12704795,12705112,12704953.5
Nuclear,3340,Athal__AT3G60680,Crub__Carubv10019349m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,88,5,12717387,12718898,12718142.5
Nuclear,3341,Athal__AT3G60690,Crub__Carubv10018131m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,81,5,12722779,12723826,12723302.5
Nuclear,3342,Athal__AT3G60720,Crub__Carubv10017742m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12729210,12730966,12730088
Nuclear,3343,Athal__AT3G60730,Crub__Carubv10019247m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,12732156,12734169,12733162.5
Nuclear,3344,Athal__AT3G60840,Crub__Carubv10016774m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12773446,12776757,12775101.5
Nuclear,3345,Athal__AT3G60870,Crub__Carubv10018786m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12785660,12786466,12786063
Nuclear_RetDups,685,AtAT3G60880.2_AtAT3G60880.1,Cr10017487,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,5,12787167,12789268,12788217.5
Nuclear_RetDups,393,AtAT3G60900.1,Cr10018654,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,90,5,12791884,12793167,12792525.5
Nuclear,3346,Athal__AT3G60910,Crub__Carubv10017902m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,70,5,12794076,12795772,12794924
Nuclear,3347,Athal__AT3G61080,Crub__Carubv10017641m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,71,5,12825769,12828324,12827046.5
Nuclear,3348,Athal__AT3G61170,Crub__Carubv10019077m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12852058,12854604,12853331
Nuclear,3349,Athal__AT3G61250,Crub__Carubv10018382m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12899783,12901049,12900416
Nuclear_RetDups,726,AtAT3G61270.1,Cr10018865,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12904333,12906284,12905308.5
Nuclear,3350,Athal__AT3G61300,Crub__Carubv10018384m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,5,12917657,12920587,12919122
Nuclear_RetDups,668,AtAT3G61320.1,Cr10017348,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,61,5,12924009,12926042,12925025.5
Nuclear,3351,Athal__AT3G61460,Crub__Carubv10018120m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,5,12970879,12971857,12971368
Nuclear,3352,Athal__AT3G61470,Crub__Carubv10017882m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,72,5,12974838,12976882,12975860
